"ID_CLIENTE";"mes";"pageviews";"microconversion"
"C0096986";"Marzo";7;0
"C0010867";"Marzo";14;1
"C0249538";"Abril";14;1
"C0345584";"Abril";7;1
"C0811705";"Abril";13;1
"C0257465";"Abril";6;0
"C0740149";"Abril";13;1
"C0802086";"Marzo";8;0
"C0840188";"Abril";13;1
"C0207148";"Marzo";8;0
"C0501877";"Abril";5;1
"C0856483";"Marzo";7;0
"C0268621";"Abril";7;0
"C0598511";"Marzo";5;1
"C0965700";"Marzo";8;0
"C0768689";"Marzo";4;0
"C0697995";"Abril";7;0
"C0305889";"Marzo";6;0
"C0573533";"Marzo";5;0
"C0894406";"Abril";8;0
"C0947597";"Marzo";12;1
"C0874172";"Abril";13;1
"C0582669";"Marzo";13;1
"C0828664";"Marzo";7;1
"C0414149";"Abril";13;1
"C0729010";"Marzo";5;0
"C0283716";"Marzo";4;0
"C0687883";"Abril";3;0
"C0704917";"Abril";8;0
"C0790341";"Marzo";9;0
"C0473143";"Abril";6;0
"C0551494";"Marzo";9;0
"C0834365";"Abril";12;1
"C0324121";"Abril";7;1
"C0091089";"Marzo";6;0
"C0764983";"Abril";15;1
"C0095906";"Abril";11;1
"C0575695";"Marzo";12;1
"C0899397";"Abril";9;0
"C0763439";"Abril";7;0
"C0831035";"Abril";9;0
"C0128058";"Marzo";7;0
"C0673670";"Abril";7;0
"C0518687";"Marzo";6;0
"C0433986";"Marzo";7;0
"C0692035";"Abril";8;0
"C0896916";"Abril";6;0
"C0624180";"Marzo";9;0
"C0546015";"Marzo";8;0
"C0237565";"Abril";8;0
"C0895147";"Abril";6;0
"C0185936";"Marzo";8;0
"C0213762";"Abril";5;0
"C0610717";"Marzo";6;1
"C0091418";"Marzo";8;0
"C0485964";"Abril";4;0
"C0027179";"Marzo";12;1
"C0195280";"Marzo";13;1
"C0084400";"Marzo";20;1
"C0249584";"Marzo";8;0
"C0999538";"Abril";7;0
"C0967198";"Abril";9;0
"C0661287";"Marzo";5;0
"C0598387";"Abril";14;1
"C0397369";"Marzo";19;1
"C0888225";"Marzo";4;0
"C0049448";"Abril";19;1
"C0554952";"Marzo";10;0
"C0485903";"Abril";4;0
"C0050274";"Abril";5;1
"C0773681";"Marzo";13;1
"C0824356";"Abril";20;1
"C0801199";"Abril";5;1
"C0397645";"Abril";6;0
"C0307746";"Abril";6;0
"C0350769";"Abril";19;1
"C0477028";"Marzo";9;0
"C0734084";"Abril";12;1
"C0891955";"Abril";21;1
"C0478676";"Abril";19;1
"C0457342";"Abril";8;0
"C0741135";"Abril";5;1
"C0791864";"Marzo";14;1
"C0113077";"Abril";7;0
"C0911056";"Marzo";9;0
"C0028564";"Abril";8;0
"C0769069";"Abril";7;0
"C0999899";"Marzo";3;0
"C0386655";"Marzo";6;0
"C0081618";"Marzo";8;0
"C0878669";"Abril";8;0
"C0555038";"Abril";7;0
"C0979844";"Marzo";6;0
"C0579739";"Abril";5;0
"C0405768";"Abril";9;0
"C0949371";"Marzo";5;0
"C0597673";"Marzo";6;0
"C0930051";"Abril";6;1
"C0898438";"Marzo";7;0
"C0842055";"Marzo";7;1
"C0789107";"Abril";13;1
"C0251261";"Marzo";6;1
"C0626950";"Marzo";9;0
"C0411852";"Abril";12;1
"C0388196";"Marzo";7;1
"C0333468";"Abril";4;0
"C0720739";"Abril";19;1
"C0776341";"Abril";6;0
"C0997502";"Marzo";7;0
"C0385957";"Marzo";8;0
"C0116853";"Marzo";7;0
"C0153205";"Marzo";8;0
"C0721540";"Abril";7;0
"C0883338";"Marzo";7;0
"C0437121";"Marzo";12;1
"C0929340";"Marzo";5;1
"C0344612";"Abril";13;1
"C0820519";"Marzo";8;0
"C0573704";"Abril";8;0
"C0312176";"Abril";7;0
"C0426825";"Abril";12;1
"C0882594";"Abril";12;1
"C0624905";"Abril";15;1
"C0054470";"Marzo";7;1
"C0076958";"Marzo";19;1
"C0770270";"Abril";12;1
"C0600867";"Abril";7;0
"C0553452";"Abril";6;0
"C0738470";"Marzo";7;0
"C0724063";"Marzo";21;1
"C0727832";"Marzo";18;1
"C0811739";"Abril";9;0
"C0834031";"Abril";6;1
"C0136368";"Marzo";12;1
"C0637910";"Abril";5;0
"C0166379";"Abril";6;1
"C0381889";"Abril";9;0
"C0355294";"Abril";6;0
"C0786759";"Abril";9;0
"C0710786";"Abril";12;1
"C0881390";"Marzo";14;1
"C0128313";"Abril";6;0
"C0417571";"Abril";20;1
"C0860737";"Abril";4;1
"C0062365";"Abril";7;1
"C0175022";"Abril";8;0
"C0660273";"Abril";9;0
"C0531410";"Abril";9;0
"C0018994";"Abril";7;1
"C0052304";"Abril";4;0
"C0913954";"Marzo";6;0
"C0155948";"Marzo";8;0
"C0544968";"Marzo";7;0
"C0326762";"Abril";14;1
"C0213049";"Abril";7;1
"C0274245";"Abril";6;0
"C0349039";"Abril";13;1
"C0804076";"Abril";9;0
"C0444709";"Abril";7;0
"C0582162";"Marzo";7;1
"C0114849";"Marzo";9;0
"C0103475";"Marzo";20;1
"C0062900";"Marzo";8;0
"C0743212";"Marzo";7;0
"C0472459";"Marzo";6;1
"C0843768";"Abril";12;1
"C0837912";"Abril";8;0
"C0752798";"Marzo";14;1
"C0061792";"Abril";12;1
"C0898668";"Marzo";12;1
"C0123908";"Marzo";6;0
"C0368935";"Marzo";8;0
"C0493995";"Abril";7;0
"C0170777";"Marzo";6;0
"C0432452";"Marzo";8;0
"C0011165";"Marzo";13;1
"C0715695";"Abril";18;1
"C0921289";"Marzo";9;0
"C0405851";"Abril";7;0
"C0044941";"Marzo";7;0
"C0135378";"Abril";21;1
"C0392107";"Abril";5;0
"C0087784";"Marzo";15;1
"C0225385";"Abril";14;1
"C0313752";"Marzo";6;1
"C0904175";"Abril";22;1
"C0795080";"Abril";12;1
"C0470976";"Marzo";5;0
"C0810817";"Abril";8;0
"C0939320";"Marzo";8;0
"C0904125";"Marzo";6;1
"C0266286";"Marzo";5;0
"C0400027";"Marzo";8;0
"C0943259";"Abril";7;0
"C0568309";"Marzo";14;1
"C0756301";"Marzo";9;0
"C0958845";"Abril";5;0
"C0053861";"Abril";6;0
"C0600554";"Abril";12;1
"C0489128";"Marzo";8;0
"C0505509";"Marzo";7;0
"C0777335";"Abril";8;0
"C0787175";"Marzo";7;0
"C0286361";"Abril";8;0
"C0272822";"Abril";23;1
"C0950500";"Abril";12;1
"C0841518";"Marzo";6;0
"C0306050";"Abril";7;0
"C0926719";"Marzo";6;1
"C0980409";"Abril";6;0
"C0490625";"Abril";6;0
"C0207574";"Marzo";7;1
"C0969542";"Marzo";14;1
"C0613329";"Marzo";7;0
"C0013382";"Marzo";3;0
"C0463985";"Marzo";14;1
"C0728251";"Marzo";9;0
"C0307953";"Marzo";8;0
"C0807321";"Marzo";6;0
"C0364883";"Abril";7;0
"C0249998";"Abril";13;1
"C0225626";"Marzo";6;0
"C0786429";"Marzo";5;0
"C0183283";"Marzo";8;0
"C0759059";"Marzo";6;0
"C0577560";"Marzo";9;0
"C0508363";"Abril";5;0
"C0053172";"Marzo";11;1
"C0140315";"Marzo";18;1
"C0408473";"Abril";7;0
"C0977405";"Marzo";9;0
"C0777718";"Abril";7;0
"C0394535";"Marzo";6;0
"C0875276";"Abril";6;0
"C0265608";"Abril";7;0
"C0355872";"Marzo";12;1
"C0606980";"Marzo";8;0
"C0052896";"Abril";13;1
"C0715309";"Abril";7;1
"C0148288";"Marzo";5;0
"C0684290";"Abril";5;1
"C0853056";"Abril";7;1
"C0335906";"Marzo";11;1
"C0869858";"Abril";15;1
"C0600915";"Marzo";12;1
"C0031827";"Abril";8;0
"C0363666";"Marzo";20;1
"C0758588";"Marzo";6;0
"C0664978";"Marzo";6;0
"C0109955";"Abril";13;1
"C0615791";"Abril";11;1
"C0752095";"Marzo";14;1
"C0113464";"Marzo";6;0
"C0681177";"Marzo";7;0
"C0668936";"Marzo";6;0
"C0500760";"Abril";12;1
"C0121518";"Marzo";7;1
"C0066501";"Abril";8;0
"C0665536";"Abril";7;0
"C0916467";"Abril";8;0
"C0851143";"Marzo";13;1
"C0809995";"Abril";6;0
"C0251496";"Marzo";12;1
"C0136788";"Abril";5;0
"C0998395";"Abril";9;0
"C0989878";"Abril";6;0
"C0168896";"Abril";12;1
"C0644241";"Abril";5;0
"C0849352";"Marzo";5;1
"C0223479";"Abril";8;0
"C0334790";"Marzo";12;1
"C0952940";"Abril";7;0
"C0706707";"Abril";8;0
"C0033985";"Abril";5;0
"C0812987";"Abril";9;0
"C0508786";"Abril";13;1
"C0175313";"Abril";5;0
"C0517940";"Marzo";11;1
"C0803092";"Marzo";7;1
"C0130931";"Marzo";6;0
"C0691150";"Marzo";8;0
"C0194316";"Marzo";7;0
"C0634660";"Marzo";12;1
"C0385482";"Abril";7;0
"C0625376";"Marzo";19;1
"C0685911";"Abril";6;0
"C0837662";"Abril";7;0
"C0675031";"Abril";7;0
"C0309524";"Marzo";9;0
"C0410379";"Marzo";7;0
"C0432014";"Marzo";5;0
"C0520129";"Marzo";20;1
"C0517107";"Marzo";11;1
"C0267635";"Marzo";5;0
"C0502161";"Abril";21;1
"C0221911";"Abril";6;0
"C0532732";"Abril";6;1
"C0185368";"Abril";7;0
"C0635350";"Marzo";7;0
"C0252625";"Marzo";6;0
"C0465501";"Marzo";12;1
"C0945867";"Marzo";4;0
"C0471980";"Abril";5;0
"C0559993";"Abril";8;0
"C0407476";"Marzo";7;0
"C0029970";"Abril";12;1
"C0557058";"Marzo";5;0
"C0282009";"Abril";8;0
"C0219246";"Marzo";9;0
"C0210230";"Marzo";22;1
"C0700527";"Abril";12;1
"C0104832";"Marzo";19;1
"C0386611";"Marzo";6;1
"C0085920";"Abril";12;1
"C0916895";"Marzo";6;0
"C0458898";"Marzo";7;0
"C0674022";"Abril";11;1
"C0234404";"Abril";5;1
"C0924165";"Marzo";9;0
"C0662949";"Marzo";8;0
"C0635069";"Marzo";19;1
"C0351011";"Marzo";8;0
"C0968701";"Marzo";7;1
"C0153897";"Abril";6;0
"C0074640";"Abril";7;1
"C0985270";"Marzo";6;0
"C0423499";"Marzo";6;0
"C0782182";"Abril";14;1
"C0737229";"Marzo";5;0
"C0953647";"Marzo";22;1
"C0157422";"Abril";14;1
"C0740883";"Abril";12;1
"C0808099";"Marzo";8;0
"C0486560";"Marzo";11;1
"C0761804";"Marzo";8;0
"C0170991";"Marzo";14;1
"C0891134";"Abril";9;0
"C0873954";"Marzo";6;0
"C0440915";"Marzo";4;0
"C0920318";"Abril";7;0
"C0150547";"Abril";15;1
"C0999190";"Marzo";8;0
"C0022885";"Marzo";16;1
"C0981524";"Marzo";5;0
"C0127243";"Abril";8;0
"C0852611";"Marzo";12;1
"C0241664";"Abril";12;1
"C0935034";"Abril";14;1
"C0154479";"Abril";20;1
"C0479604";"Marzo";6;1
"C0296925";"Marzo";9;0
"C0416431";"Marzo";7;0
"C0442516";"Abril";8;0
"C0994454";"Abril";22;1
"C0126638";"Marzo";6;0
"C0383473";"Marzo";6;0
"C0619590";"Abril";10;0
"C0579488";"Abril";9;0
"C0636776";"Abril";10;0
"C0163783";"Abril";6;0
"C0279239";"Marzo";5;0
"C0991279";"Marzo";6;0
"C0322705";"Abril";7;0
"C0857664";"Abril";12;1
"C0104980";"Marzo";8;0
"C0842600";"Marzo";12;1
"C0628248";"Marzo";7;0
"C0990695";"Marzo";7;0
"C0743209";"Abril";4;0
"C0801877";"Abril";5;0
"C0538366";"Abril";7;0
"C0029701";"Abril";6;0
"C0284696";"Marzo";7;0
"C0147888";"Abril";6;1
"C0467587";"Marzo";8;0
"C0424948";"Abril";7;0
"C0936468";"Marzo";8;0
"C0780820";"Marzo";4;0
"C0926385";"Marzo";6;0
"C0046553";"Marzo";6;1
"C0968521";"Abril";7;0
"C0498564";"Marzo";13;1
"C0167207";"Abril";13;1
"C0200684";"Abril";9;0
"C0274213";"Marzo";9;0
"C0602528";"Abril";21;1
"C0322267";"Marzo";6;0
"C0539010";"Marzo";8;0
"C0708928";"Marzo";12;1
"C0073134";"Abril";7;0
"C0166700";"Marzo";7;1
"C0085953";"Marzo";12;1
"C0249772";"Abril";7;0
"C0767858";"Abril";7;1
"C0096966";"Marzo";8;0
"C0037970";"Marzo";5;1
"C0986933";"Abril";6;0
"C0185017";"Marzo";4;0
"C0609977";"Marzo";6;0
"C0594287";"Abril";5;1
"C0975905";"Marzo";7;0
"C0939726";"Marzo";7;0
"C0257798";"Marzo";7;0
"C0236995";"Marzo";7;1
"C0447021";"Marzo";4;0
"C0584335";"Abril";9;0
"C0545917";"Abril";8;0
"C0263733";"Marzo";14;1
"C0004611";"Abril";12;1
"C0622104";"Abril";8;0
"C0199431";"Abril";13;1
"C0705072";"Abril";5;0
"C0862392";"Marzo";9;0
"C0304628";"Abril";9;0
"C0901723";"Abril";5;0
"C0605366";"Marzo";5;0
"C0627177";"Marzo";5;0
"C0743285";"Abril";7;0
"C0626885";"Abril";7;0
"C0043332";"Marzo";6;0
"C0938697";"Marzo";8;0
"C0824882";"Marzo";12;1
"C0216912";"Marzo";11;1
"C0255723";"Marzo";9;0
"C0420175";"Abril";13;1
"C0182321";"Abril";8;0
"C0208253";"Marzo";6;0
"C0014035";"Abril";5;1
"C0059564";"Abril";19;1
"C0977974";"Marzo";7;0
"C0398237";"Abril";13;1
"C0920318";"Marzo";5;0
"C0208706";"Marzo";7;0
"C0627499";"Abril";5;0
"C0473409";"Abril";7;1
"C0163873";"Abril";8;0
"C0414942";"Abril";6;0
"C0752422";"Abril";8;0
"C0851436";"Abril";7;0
"C0645785";"Marzo";12;1
"C0902867";"Abril";6;0
"C0581960";"Marzo";12;1
"C0540213";"Abril";11;1
"C0856435";"Abril";11;1
"C0677516";"Marzo";6;0
"C0387525";"Marzo";7;1
"C0009670";"Marzo";10;0
"C0495768";"Abril";7;0
"C0511043";"Marzo";7;1
"C0586749";"Abril";14;1
"C0581459";"Marzo";5;1
"C0466409";"Marzo";6;1
"C0683151";"Abril";21;1
"C0739776";"Marzo";7;0
"C0750682";"Abril";21;1
"C0092073";"Abril";19;1
"C0437607";"Abril";13;1
"C0846645";"Marzo";8;0
"C0825577";"Marzo";12;1
"C0845650";"Abril";5;1
"C0813548";"Abril";8;0
"C0435834";"Abril";7;0
"C0732342";"Marzo";7;1
"C0473484";"Marzo";20;1
"C0106304";"Abril";5;0
"C0231640";"Marzo";6;0
"C0761881";"Marzo";12;1
"C0104650";"Abril";5;0
"C0252552";"Marzo";4;1
"C0671443";"Abril";8;0
"C0353826";"Marzo";6;1
"C0144539";"Marzo";12;1
"C0615210";"Abril";8;0
"C0569531";"Abril";20;1
"C0761701";"Marzo";3;0
"C0206753";"Marzo";9;0
"C0176325";"Marzo";4;0
"C0079495";"Marzo";8;0
"C0650762";"Marzo";13;1
"C0020871";"Marzo";9;0
"C0919048";"Abril";13;1
"C0248381";"Marzo";6;1
"C0206596";"Marzo";18;1
"C0977781";"Marzo";6;0
"C0514726";"Abril";15;1
"C0290836";"Marzo";7;0
"C0839696";"Abril";6;0
"C0606624";"Marzo";20;1
"C0440983";"Marzo";8;0
"C0016490";"Marzo";7;0
"C0098251";"Marzo";19;1
"C0855997";"Abril";10;0
"C0883069";"Abril";8;0
"C0470990";"Marzo";6;0
"C0940062";"Marzo";5;0
"C0273136";"Marzo";6;1
"C0704800";"Marzo";6;0
"C0870610";"Abril";7;0
"C0678882";"Abril";7;1
"C0146141";"Marzo";6;0
"C0014222";"Abril";10;0
"C0074296";"Marzo";13;1
"C0807136";"Marzo";8;0
"C0843105";"Marzo";6;1
"C0751255";"Marzo";6;0
"C0101136";"Abril";12;1
"C0680538";"Abril";12;1
"C0411953";"Marzo";7;0
"C0461169";"Abril";8;0
"C0198435";"Marzo";7;0
"C0071550";"Abril";9;0
"C0530203";"Marzo";13;1
"C0546254";"Marzo";8;0
"C0989318";"Marzo";7;0
"C0882404";"Abril";6;1
"C0640028";"Marzo";20;1
"C0471872";"Abril";5;0
"C0113857";"Marzo";9;0
"C0582411";"Abril";12;1
"C0305961";"Abril";6;0
"C0220635";"Marzo";12;1
"C0746639";"Abril";6;1
"C0561209";"Marzo";14;1
"C0367486";"Marzo";6;1
"C0204175";"Marzo";12;1
"C0982178";"Abril";6;0
"C0232254";"Marzo";22;1
"C0305393";"Marzo";7;0
"C0826044";"Abril";7;0
"C0069876";"Marzo";12;1
"C0208355";"Abril";6;0
"C0158705";"Abril";13;1
"C0637494";"Abril";9;0
"C0119919";"Abril";13;1
"C0127713";"Marzo";6;0
"C0404602";"Abril";7;0
"C0151304";"Marzo";11;1
"C0603951";"Abril";13;1
"C0439172";"Abril";6;0
"C0251743";"Abril";12;1
"C0551494";"Abril";7;0
"C0726475";"Marzo";24;1
"C0583574";"Marzo";8;0
"C0931999";"Abril";4;1
"C0630928";"Marzo";6;1
"C0986905";"Marzo";4;0
"C0882558";"Marzo";7;0
"C0142457";"Marzo";9;0
"C0386536";"Abril";7;1
"C0025154";"Marzo";9;0
"C0341186";"Marzo";7;0
"C0340150";"Marzo";6;0
"C0469577";"Marzo";7;0
"C0452123";"Abril";5;1
"C0822597";"Marzo";20;1
"C0514687";"Abril";9;0
"C0078287";"Abril";9;0
"C0540293";"Marzo";15;1
"C0653880";"Abril";4;0
"C0034437";"Marzo";11;1
"C0409725";"Marzo";13;1
"C0997609";"Abril";12;1
"C0023979";"Abril";8;0
"C0536535";"Abril";7;0
"C0946354";"Abril";9;0
"C0781910";"Marzo";6;0
"C0580473";"Marzo";9;0
"C0032138";"Abril";7;1
"C0137882";"Marzo";5;0
"C0171268";"Abril";7;0
"C0588092";"Abril";7;0
"C0160763";"Marzo";8;0
"C0188587";"Marzo";13;1
"C0628407";"Marzo";4;0
"C0229828";"Abril";7;1
"C0166481";"Marzo";13;1
"C0056787";"Marzo";8;0
"C0725048";"Abril";14;1
"C0969733";"Marzo";6;0
"C0835878";"Marzo";6;0
"C0088624";"Marzo";6;0
"C0926789";"Abril";7;0
"C0136062";"Marzo";5;0
"C0305668";"Abril";5;1
"C0746743";"Marzo";22;1
"C0665452";"Abril";7;1
"C0529892";"Abril";12;1
"C0331161";"Marzo";8;0
"C0750939";"Abril";19;1
"C0959310";"Abril";13;1
"C0941307";"Marzo";6;0
"C0453967";"Marzo";5;0
"C0498091";"Marzo";7;0
"C0010640";"Abril";7;0
"C0678121";"Abril";4;1
"C0899549";"Abril";4;0
"C0896916";"Marzo";21;1
"C0466787";"Marzo";7;0
"C0356895";"Marzo";5;1
"C0403966";"Marzo";11;1
"C0577143";"Abril";9;0
"C0553940";"Abril";13;1
"C0235227";"Marzo";7;0
"C0497742";"Abril";21;1
"C0912740";"Abril";6;0
"C0340723";"Abril";5;0
"C0840483";"Abril";8;0
"C0684290";"Marzo";6;0
"C0352513";"Marzo";10;0
"C0069457";"Marzo";5;0
"C0550015";"Marzo";5;1
"C0413875";"Marzo";19;1
"C0115310";"Marzo";15;1
"C0449419";"Marzo";7;0
"C0370882";"Abril";8;0
"C0801952";"Marzo";12;1
"C0656334";"Abril";12;1
"C0509115";"Abril";6;1
"C0700764";"Marzo";4;0
"C0908327";"Marzo";9;0
"C0483743";"Abril";11;0
"C0300663";"Abril";4;0
"C0405192";"Marzo";7;0
"C0446385";"Abril";6;1
"C0227545";"Marzo";6;1
"C0656514";"Marzo";6;0
"C0406380";"Abril";6;0
"C0634022";"Abril";7;0
"C0778087";"Marzo";11;1
"C0308625";"Marzo";9;0
"C0631458";"Abril";11;1
"C0995720";"Marzo";8;0
"C0295465";"Marzo";4;0
"C0468433";"Marzo";12;1
"C0952639";"Marzo";4;0
"C0351650";"Marzo";20;1
"C0306827";"Abril";9;0
"C0188420";"Marzo";6;0
"C0515972";"Abril";13;1
"C0475611";"Abril";10;1
"C0615686";"Marzo";5;0
"C0708103";"Abril";5;0
"C0714734";"Marzo";12;1
"C0740249";"Abril";6;1
"C0282097";"Marzo";6;0
"C0085911";"Marzo";6;1
"C0846967";"Abril";19;1
"C0413177";"Abril";9;0
"C0334306";"Marzo";7;0
"C0886270";"Marzo";8;0
"C0608930";"Marzo";7;0
"C0157166";"Abril";9;0
"C0852339";"Marzo";14;1
"C0068331";"Abril";6;0
"C0306998";"Abril";5;0
"C0976361";"Marzo";5;0
"C0158705";"Marzo";7;0
"C0715607";"Marzo";10;0
"C0535147";"Abril";6;1
"C0451997";"Abril";7;1
"C0554560";"Abril";13;1
"C0352379";"Marzo";4;0
"C0117784";"Abril";19;1
"C0801831";"Marzo";7;1
"C0718618";"Marzo";7;0
"C0307869";"Marzo";8;0
"C0700764";"Abril";19;1
"C0734685";"Marzo";9;0
"C0499936";"Abril";13;1
"C0084769";"Marzo";8;0
"C0720475";"Abril";12;1
"C0130198";"Abril";7;0
"C0282811";"Marzo";7;0
"C0818529";"Abril";6;1
"C0472286";"Marzo";8;0
"C0604138";"Abril";6;1
"C0879904";"Marzo";7;0
"C0039302";"Marzo";22;1
"C0712512";"Abril";6;0
"C0510512";"Abril";12;1
"C0265779";"Abril";12;1
"C0008559";"Marzo";6;0
"C0387213";"Abril";5;0
"C0671428";"Marzo";10;0
"C0433989";"Abril";13;1
"C0920604";"Abril";3;0
"C0524118";"Abril";12;1
"C0109298";"Abril";8;0
"C0433850";"Abril";14;1
"C0732333";"Marzo";19;1
"C0279420";"Abril";13;1
"C0852339";"Abril";8;0
"C0153627";"Abril";6;0
"C0002171";"Marzo";6;1
"C0952311";"Abril";21;1
"C0166187";"Abril";12;1
"C0232222";"Abril";6;1
"C0779971";"Abril";8;0
"C0936766";"Marzo";11;1
"C0618291";"Marzo";6;0
"C0245439";"Abril";11;1
"C0151388";"Abril";20;1
"C0016115";"Abril";9;0
"C0180412";"Marzo";12;1
"C0635402";"Marzo";8;0
"C0888350";"Abril";7;1
"C0284357";"Abril";19;1
"C0325745";"Abril";13;1
"C0786247";"Abril";11;1
"C0976642";"Marzo";18;1
"C0675751";"Abril";22;1
"C0747750";"Abril";22;1
"C0033638";"Marzo";6;0
"C0694018";"Abril";8;0
"C0597791";"Abril";15;1
"C0109964";"Marzo";9;0
"C0649128";"Abril";8;0
"C0102103";"Marzo";6;0
"C0208614";"Abril";9;0
"C0265674";"Marzo";8;0
"C0805159";"Marzo";9;0
"C0629590";"Abril";8;0
"C0143214";"Marzo";8;0
"C0528993";"Abril";6;0
"C0034437";"Abril";12;1
"C0768578";"Marzo";20;1
"C0603573";"Abril";3;0
"C0443298";"Abril";7;0
"C0453355";"Abril";12;1
"C0537372";"Abril";21;1
"C0525684";"Abril";8;0
"C0731266";"Abril";9;0
"C0242704";"Marzo";7;1
"C0331381";"Marzo";20;1
"C0519251";"Marzo";8;0
"C0516823";"Marzo";6;0
"C0600182";"Marzo";5;0
"C0634278";"Abril";7;0
"C0758001";"Marzo";6;0
"C0563698";"Marzo";7;0
"C0745475";"Marzo";7;0
"C0081226";"Marzo";7;0
"C0577097";"Marzo";5;1
"C0824366";"Abril";12;1
"C0774948";"Marzo";6;0
"C0003761";"Marzo";6;0
"C0417453";"Abril";11;1
"C0066533";"Marzo";11;1
"C0757369";"Abril";6;0
"C0576618";"Abril";6;0
"C0144391";"Marzo";8;0
"C0731654";"Abril";6;0
"C0593501";"Marzo";7;0
"C0096370";"Marzo";9;0
"C0273864";"Marzo";10;0
"C0161746";"Abril";6;0
"C0384620";"Abril";21;1
"C0674308";"Abril";8;0
"C0189751";"Marzo";6;0
"C0359862";"Abril";20;1
"C0759038";"Abril";9;0
"C0850792";"Marzo";5;0
"C0521927";"Marzo";8;0
"C0338709";"Marzo";7;0
"C0679241";"Abril";5;0
"C0410290";"Abril";12;1
"C0101169";"Marzo";7;0
"C0417189";"Abril";5;0
"C0404250";"Marzo";5;0
"C0908624";"Marzo";21;1
"C0372649";"Marzo";5;0
"C0849898";"Abril";7;0
"C0895992";"Abril";11;1
"C0224973";"Marzo";9;0
"C0899343";"Abril";10;0
"C0642376";"Marzo";7;0
"C0538208";"Marzo";7;0
"C0286219";"Marzo";7;0
"C0843656";"Abril";12;1
"C0798835";"Marzo";13;1
"C0396109";"Abril";11;1
"C0419560";"Marzo";7;0
"C0556342";"Abril";7;0
"C0247548";"Marzo";6;0
"C0258882";"Marzo";6;0
"C0050034";"Abril";9;0
"C0893049";"Abril";21;1
"C0689343";"Abril";14;1
"C0217203";"Marzo";5;1
"C0836428";"Marzo";8;0
"C0413798";"Marzo";7;0
"C0595319";"Abril";12;1
"C0963203";"Marzo";14;1
"C0413224";"Marzo";5;0
"C0896172";"Abril";9;0
"C0327514";"Abril";9;0
"C0903051";"Abril";8;0
"C0085858";"Marzo";13;1
"C0786995";"Abril";19;1
"C0296275";"Marzo";5;1
"C0221941";"Marzo";12;1
"C0433599";"Abril";9;0
"C0458696";"Marzo";6;0
"C0478508";"Marzo";8;0
"C0586426";"Marzo";12;1
"C0942980";"Marzo";8;0
"C0832789";"Marzo";6;0
"C0359562";"Marzo";12;1
"C0558915";"Abril";11;1
"C0399859";"Abril";5;0
"C0752726";"Marzo";3;0
"C0591778";"Abril";9;0
"C0565631";"Abril";12;1
"C0934074";"Marzo";11;1
"C0092915";"Marzo";5;0
"C0284757";"Marzo";8;0
"C0423300";"Marzo";12;1
"C0617220";"Abril";6;0
"C0932742";"Marzo";6;0
"C0250045";"Marzo";5;0
"C0164021";"Marzo";6;0
"C0541374";"Abril";7;0
"C0158848";"Abril";7;0
"C0141902";"Marzo";9;0
"C0926465";"Abril";9;0
"C0868402";"Abril";7;0
"C0221656";"Abril";23;1
"C0593769";"Abril";7;0
"C0411813";"Abril";9;0
"C0235448";"Marzo";22;1
"C0866851";"Marzo";7;0
"C0135552";"Marzo";6;1
"C0574171";"Marzo";8;0
"C0931644";"Abril";21;1
"C0784031";"Marzo";6;0
"C0053909";"Abril";13;1
"C0154806";"Marzo";10;0
"C0755891";"Marzo";8;0
"C0071665";"Marzo";7;1
"C0973223";"Marzo";8;0
"C0868516";"Marzo";15;1
"C0388287";"Abril";7;0
"C0989195";"Abril";13;1
"C0672985";"Marzo";5;0
"C0276191";"Marzo";4;0
"C0965632";"Marzo";8;0
"C0387946";"Abril";7;0
"C0583882";"Marzo";6;1
"C0245202";"Abril";8;0
"C0984062";"Marzo";8;0
"C0686797";"Abril";7;0
"C0276724";"Abril";6;0
"C0467535";"Abril";4;0
"C0072271";"Marzo";6;1
"C0283273";"Marzo";7;0
"C0114521";"Marzo";12;1
"C0983154";"Marzo";4;0
"C0176612";"Marzo";8;0
"C0079495";"Abril";8;0
"C0690490";"Marzo";13;1
"C0819538";"Marzo";11;1
"C0750700";"Marzo";7;1
"C0249538";"Marzo";13;1
"C0453524";"Marzo";10;0
"C0639380";"Abril";8;0
"C0671881";"Abril";4;1
"C0288365";"Marzo";5;1
"C0473997";"Marzo";12;1
"C0954366";"Abril";8;0
"C0238776";"Marzo";7;0
"C0008559";"Abril";20;1
"C0085087";"Marzo";6;0
"C0452262";"Marzo";8;0
"C0688722";"Marzo";12;1
"C0819338";"Marzo";7;0
"C0099749";"Marzo";6;0
"C0569193";"Marzo";11;1
"C0863258";"Abril";19;1
"C0510447";"Abril";9;0
"C0331333";"Abril";7;1
"C0055887";"Marzo";5;1
"C0386126";"Abril";4;0
"C0925102";"Marzo";7;0
"C0188623";"Marzo";6;0
"C0359045";"Abril";7;1
"C0417276";"Marzo";6;0
"C0509565";"Marzo";12;1
"C0192169";"Abril";7;1
"C0680363";"Abril";12;1
"C0196864";"Marzo";5;0
"C0376280";"Marzo";8;0
"C0899721";"Abril";7;0
"C0097056";"Abril";4;0
"C0188744";"Marzo";22;1
"C0399710";"Abril";8;0
"C0226637";"Abril";7;0
"C0591536";"Marzo";7;0
"C0566699";"Abril";12;1
"C0413425";"Abril";5;0
"C0840610";"Marzo";9;0
